CoreId,associatedObservationReference,Identifier,type,Rating,rightsHolder,creator,accessURI,format,variantLiteral,description,caption,resourceCreationTechnique,captureDevice,physicalSetting,license
987566@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987566,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/wave/XC987566-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/wave/XC987566-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC0
987566@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987566,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/ffts/XC987566-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/ffts/XC987566-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC0
987566@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987566,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/XC987566-2025-04-12b.mp3,Sound,4,ChristianSW,ChristianSW,https://xeno-canto.org/sounds/uploaded/NXQKEWVNBN/XC987566-2025-04-12b.mp3,audio/mp3,ac:BestQuality,6 s,,automatic recording: no; bitrate: 320000 bps; bitrate mode: cbr; audio sampling rate: 48000 Hz; number of channels: 2; lossy,Zoom F3 | Audio Technica BP4025,Natural,CC0
987124@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987124,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/wave/XC987124-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/wave/XC987124-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC0
987124@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987124,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/ffts/XC987124-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/ffts/XC987124-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC0
987124@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987124,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/XC987124-AUD-20241222-WA0000.wav,Sound,5,Nicolas Betancourt Cardona,Nicolas Betancourt Cardona,https://xeno-canto.org/sounds/uploaded/ISJUBXDPEZ/XC987124-AUD-20241222-WA0000.wav,audio/wav,ac:BestQuality,54 s,,automatic recording: no; bitrate: 1536000 bps; bitrate mode: cbr; audio sampling rate: 48000 Hz; number of channels: 2; lossless,,Natural,CC0
987080@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987080,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/wave/XC987080-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/wave/XC987080-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987080@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987080,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/ffts/XC987080-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/ffts/XC987080-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987080@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987080,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/XC987080-0401_190331_Hrwandae.wav,Sound,4,Ruben Foquet,Ruben Foquet,https://xeno-canto.org/sounds/uploaded/OMQICGNLVS/XC987080-0401_190331_Hrwandae.wav,audio/wav,ac:BestQuality,35 s,,automatic recording: no; bitrate: 4608000 bps; bitrate mode: cbr; audio sampling rate: 96000 Hz; number of channels: 2; lossless,Roland | Sennheiser,Natural,CC BY-NC-SA 4.0
987050@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987050,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987050-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987050-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987050@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987050,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987050-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987050-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987050@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987050,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987050-MasterDAT01_040116_Rantem_Gavre44_nord_E.mp3,Sound,5,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987050-MasterDAT01_040116_Rantem_Gavre44_nord_E.mp3,audio/mp3,ac:BestQuality,15 s,,automatic recording: no; bitrate: 127414 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987049@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987049,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987049-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987049-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987049@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987049,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987049-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987049-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987049@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987049,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987049-MasterDAT01_040116_Rantem_Gavre44_nord_D.mp3,Sound,5,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987049-MasterDAT01_040116_Rantem_Gavre44_nord_D.mp3,audio/mp3,ac:BestQuality,12 s,,automatic recording: no; bitrate: 133881 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987048@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987048,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987048-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987048-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987048@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987048,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987048-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987048-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987048@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987048,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987048-MasterDAT01_040116_Rantem_Gavre44_nord_C.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987048-MasterDAT01_040116_Rantem_Gavre44_nord_C.mp3,audio/mp3,ac:BestQuality,20 s,,automatic recording: no; bitrate: 141184 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987047@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987047,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987047-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987047-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987047@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987047,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987047-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987047-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987047@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987047,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987047-MasterDAT01_040116_Rantem_Gavre44_nord_B.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987047-MasterDAT01_040116_Rantem_Gavre44_nord_B.mp3,audio/mp3,ac:BestQuality,52 s,,automatic recording: no; bitrate: 149684 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987046@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987046,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987046-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987046-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987046@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987046,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987046-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987046-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987046@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987046,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987046-MasterDAT01_040116_Rantem_Gavre44_Nord_A.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987046-MasterDAT01_040116_Rantem_Gavre44_Nord_A.mp3,audio/mp3,ac:BestQuality,134 s,,automatic recording: no; bitrate: 131501 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987045@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987045,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987045-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987045-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987045@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987045,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987045-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987045-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987045@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987045,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987045-MasterDAT01_040113_Rantem_Gavre44_LaGree.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987045-MasterDAT01_040113_Rantem_Gavre44_LaGree.mp3,audio/mp3,ac:BestQuality,502 s,,automatic recording: no; bitrate: 130801 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987044@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987044,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987044-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987044-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987044@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987044,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987044-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987044-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987044@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987044,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987044-MasterDAT01_040111_Rantem_Gavre44_Anglechais.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987044-MasterDAT01_040111_Rantem_Gavre44_Anglechais.mp3,audio/mp3,ac:BestQuality,62 s,,automatic recording: no; bitrate: 126608 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987042@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987042,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987042-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987042-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987042@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987042,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987042-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987042-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987042@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987042,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987042-MasterDAT01_040111_1248_Rantem_Gavre44_Careil.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987042-MasterDAT01_040111_1248_Rantem_Gavre44_Careil.mp3,audio/mp3,ac:BestQuality,400 s,,automatic recording: no; bitrate: 126737 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
987041@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987041,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987041-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/wave/XC987041-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987041@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987041,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987041-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC987041-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
987041@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987041,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987041-MasterDAT01_040111_0734_Rantem_Gavre44_Careil.mp3,Sound,4,Olivier SWIFT,Olivier SWIFT,https://xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC987041-MasterDAT01_040111_0734_Rantem_Gavre44_Careil.mp3,audio/mp3,ac:BestQuality,302 s,,automatic recording: no; bitrate: 126112 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 1; lossy,Tascam DAP1 DAT | Sony ECM-MS907,Natural,CC BY-NC-SA 4.0
986335@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986335,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986335-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986335-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986335@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986335,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986335-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986335-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986335@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986335,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986335-Poison-Frog_Spotted-thighed1_-Allobates_femoralis_F3YES-001_Bigal_Trail_Umbrellabird_Gully_Dusk_06Feb24_tmp.mp3,Sound,5,Marc Anderson,Marc Anderson,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986335-Poison-Frog_Spotted-thighed1_-Allobates_femoralis_F3YES-001_Bigal_Trail_Umbrellabird_Gully_Dusk_06Feb24_tmp.mp3,audio/mp3,ac:BestQuality,62 s,,automatic recording: yes; bitrate: 320000 bps; bitrate mode: cbr; audio sampling rate: 44100 Hz; number of channels: 2; lossy,,Natural,CC BY-NC-ND 4.0
986334@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986334,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986334-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986334-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986334@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986334,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986334-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986334-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986334@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986334,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986334-Frog_Smoky-Jungle1_F3YES-020_MandariPanga_Salt_Lick_Night5_03Feb25_tmp.mp3,Sound,5,Marc Anderson,Marc Anderson,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986334-Frog_Smoky-Jungle1_F3YES-020_MandariPanga_Salt_Lick_Night5_03Feb25_tmp.mp3,audio/mp3,ac:BestQuality,53 s,,automatic recording: yes; bitrate: 320000 bps; bitrate mode: cbr; audio sampling rate: 44100 Hz; number of channels: 2; lossy,,Natural,CC BY-NC-ND 4.0
986307@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986307,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986307-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC986307-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986307@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986307,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986307-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC986307-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-ND 4.0
986307@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986307,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986307-Frog_Rusty_Tree_Boana_boans_M6MKH-002_MandariPanga_Stream_View_Dusk_03Feb25.mp3,Sound,5,Marc Anderson,Marc Anderson,https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC986307-Frog_Rusty_Tree_Boana_boans_M6MKH-002_MandariPanga_Stream_View_Dusk_03Feb25.mp3,audio/mp3,ac:BestQuality,444 s,,automatic recording: yes; bitrate: 320000 bps; bitrate mode: cbr; audio sampling rate: 44100 Hz; number of channels: 2; lossy,,Natural,CC BY-NC-ND 4.0
986282@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986282,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/wave/XC986282-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/wave/XC986282-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986282@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986282,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/ffts/XC986282-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/ffts/XC986282-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986282@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986282,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/XC986282-Mediterane-boomkikker.mp3,Sound,4,Ken Lossy,Ken Lossy,https://xeno-canto.org/sounds/uploaded/SUYYMFMLQU/XC986282-Mediterane-boomkikker.mp3,audio/mp3,ac:BestQuality,73 s,,automatic recording: no; bitrate: 190710 bps; bitrate mode: vbr; audio sampling rate: 44100 Hz; number of channels: 2; lossy,Olympus LS-P2  |,Natural,CC BY-NC-SA 4.0
986111@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986111,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/wave/XC986111-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/wave/XC986111-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986111@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986111,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/ffts/XC986111-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/ffts/XC986111-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986111@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986111,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/XC986111-20211227_174637ameerega.mp3,Sound,4,Ben (Tremarctos Photography),Ben (Tremarctos Photography),https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/XC986111-20211227_174637ameerega.mp3,audio/mp3,ac:BestQuality,77 s,,automatic recording: no; bitrate: 96105 bps; bitrate mode: vbr; audio sampling rate: 48000 Hz; number of channels: 1; lossy,,Natural,CC BY-NC-SA 4.0
986109@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986109,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/wave/XC986109-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/wave/XC986109-large.png,image/png,ac:MediumQuality,,Oscillogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986109@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986109,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/ffts/XC986109-large.png,StillImage,,Stichting Xeno-canto voor Natuurgeluiden,Stichting Xeno-canto voor Natuurgeluiden,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/ffts/XC986109-large.png,image/png,ac:MediumQuality,,Spectrogram of the first ten seconds of the sound recording,,,,CC BY-NC-SA 4.0
986109@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986109,https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/XC986109-20220104_220555_glassfrog.mp3,Sound,4,Ben (Tremarctos Photography),Ben (Tremarctos Photography),https://xeno-canto.org/sounds/uploaded/HBJPBWHWGF/XC986109-20220104_220555_glassfrog.mp3,audio/mp3,ac:BestQuality,31 s,,automatic recording: no; bitrate: 110150 bps; bitrate mode: vbr; audio sampling rate: 48000 Hz; number of channels: 1; lossy,samsung s21 |,Natural,CC BY-NC-SA 4.0
