id,occurrenceID,catalogNumber,basisOfRecord,collectionCode,dynamicProperties,otherCatalogNumbers,genus,specificEpithet,infraspecificEpithet,scientificName,taxonRank,kingdom,family,higherClassification,nomenclaturalCode,identificationRemarks,vernacularName,longitudeDecimal,latitudeDecimal,geodeticDatum,country,locality,verbatimElevation,recordedBy,eventDate,eventTime,verbatimEventDate,fieldNotes,behavior,sex,lifeStage,preparations,references,Associated Taxa,rightsHolder,license
987566@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987566,XC987566,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Zoom F3"",""microphone"":""Audio Technica BP4025""}",,Mystery,mystery,,Mystery mystery,species,Animalia,Mysteridae,Animalia|Mysteridae,ICZN,,Identity unknown,9.7287,53.1223,WGS84,Germany,Schneverdingen,60 m,ChristianSW,2025-04-12,14:30,2025-04-12,habitat: bog; animal seen:no; playback used:no,,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987566,,ChristianSW,CC BY-NC
987124@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987124,XC987124,HumanObservation,Wildlife sounds - Frogs,,,Andinobates,supata,,Andinobates supata,species,Animalia,Dendrobatidae,Animalia|ANURA|Dendrobatidae,ICZN,,Supatá Golden Poison Frog,,,,Colombia,Supata,1780 m,Nicolas Betancourt Cardona,2024-12-22,10:00,2024-12-22,animal seen:yes; playback used:no,advertisement call,male,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987124,,Nicolas Betancourt Cardona,CC BY-NC
987080@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987080,XC987080,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Roland"",""microphone"":""Sennheiser"",""airTemperatureInCelsius"":""20""}",,Hyperolius,rwandae,,Hyperolius rwandae,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,Rwanda Long Reed Frog,30.1449,-1.9515,WGS84,Rwanda,"Ndera (near  Kigali), Gasabo, Kigali City",1400 m,Ruben Foquet,2025-04-10,20:00,2025-04-10,Photos are here: https://www.inaturalist.org/observations/269662350; animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987080,has background sounds: Kassina senegalensis|Hyperolius kivuensis,Ruben Foquet,CC BY-NC
987050@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987050,XC987050,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7665,47.5799,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire",50 m,Olivier SWIFT,2004-01-16,22:10,2004-01-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987050,,Olivier SWIFT,CC BY-NC
987049@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987049,XC987049,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7665,47.5799,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire",50 m,Olivier SWIFT,2004-01-16,22:06,2004-01-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987049,,Olivier SWIFT,CC BY-NC
987048@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987048,XC987048,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7665,47.5799,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire",50 m,Olivier SWIFT,2004-01-16,22:05,2004-01-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987048,,Olivier SWIFT,CC BY-NC
987047@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987047,XC987047,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7665,47.5799,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire",50 m,Olivier SWIFT,2004-01-16,22:05,2004-01-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987047,,Olivier SWIFT,CC BY-NC
987046@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987046,XC987046,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7665,47.5799,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire",50 m,Olivier SWIFT,2004-01-16,22:00,2004-01-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987046,,Olivier SWIFT,CC BY-NC
987045@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987045,XC987045,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7569,47.5115,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire, la Grée",30 m,Olivier SWIFT,2004-01-13,22:00,2004-01-13,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987045,,Olivier SWIFT,CC BY-NC
987044@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987044,XC987044,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.7549,47.5143,WGS84,France,"Arrondissement de Châteaubriant-Ancenis (near  Le Gâvre), Loire-Atlantique, Pays de la Loire, Anglechais",30 m,Olivier SWIFT,2004-01-11,23:00,2004-01-11,When a recorder falls in water...; animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987044,,Olivier SWIFT,CC BY-NC
987042@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987042,XC987042,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.8687,47.4998,WGS84,France,"Arrondissement of Saint-Nazaire (near  Guenrouet), Loire-Atlantique, Pays de la Loire, Carheil",40 m,Olivier SWIFT,2004-01-11,22:05,2004-01-11,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987042,,Olivier SWIFT,CC BY-NC
987041@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC987041,XC987041,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam DAP1 DAT"",""microphone"":""Sony ECM-MS907""}",,Rana,temporaria,,Rana temporaria,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Common Frog,-1.8687,47.4998,WGS84,France,"Arrondissement of Saint-Nazaire (near  Guenrouet), Loire-Atlantique, Pays de la Loire, Carheil",40 m,Olivier SWIFT,2004-01-11,22:00,2004-01-11,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC987041,,Olivier SWIFT,CC BY-NC
986335@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986335,XC986335,MachineObservation,Wildlife sounds - Frogs,,,Allobates,femoralis,,Allobates femoralis,species,Animalia,Aromobatidae,Animalia|ANURA|Aromobatidae,ICZN,,Brilliant-thighed Poison Frog,-77.425,-0.537,WGS84,Ecuador,"Rio Bigal Reserve, Orellana",950 m,Marc Anderson,2025-02-06,18:00,2025-02-06,animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986335,,Marc Anderson,CC BY-NC
986334@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986334,XC986334,MachineObservation,Wildlife sounds - Frogs,,,Leptodactylus,pentadactylus,,Leptodactylus pentadactylus,species,Animalia,Leptodactylidae,Animalia|ANURA|Leptodactylidae,ICZN,,Smoky Jungle Frog,-76.6179,-0.6257,WGS84,Ecuador,"Orellana: Mandari Panga Yasuni, south bank Río Tiputini",240 m,Marc Anderson,2025-02-04,03:00,2025-02-04,animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986334,,Marc Anderson,CC BY-NC
986307@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986307,XC986307,MachineObservation,Wildlife sounds - Frogs,,,Boana,boans,,Boana boans,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Giant Gladiator Treefrog,-76.6179,-0.6257,WGS84,Ecuador,"Orellana: Mandari Panga Yasuni, south bank Río Tiputini",240 m,Marc Anderson,2025-02-03,20:00,2025-02-03,animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986307,,Marc Anderson,CC BY-NC
986282@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986282,XC986282,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Olympus LS-P2""}",,Hyla,meridionalis,,Hyla meridionalis,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Mediterranean Tree Frog,2.7749,42.9769,WGS84,France,"Arrondissement de Narbonne (near  Villeneuve-les-Corbières), Aude, Occitanie",130 m,Ken Lossy,2018-05-27,21:30,2018-05-27,animal seen:no; playback used:no,,male,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986282,has background sounds: Emberiza cirlus|Apus apus,Ken Lossy,CC BY-NC
986111@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986111,XC986111,HumanObservation,Wildlife sounds - Frogs,,,Ameerega,simulans,,Ameerega simulans,species,Animalia,Dendrobatidae,Animalia|ANURA|Dendrobatidae,ICZN,,,,,,Peru,"Sapan Sachayoc, Kosñipata (near  Las Cruces), Paucartambo, Cuzco",1100 m,Ben (Tremarctos Photography),2021-12-27,18:30,2021-12-27,https://www.inaturalist.org/observations/221195261; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986111,,Ben (Tremarctos Photography),CC BY-NC
986109@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986109,XC986109,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Hyalinobatrachium,carlesvilai,,Hyalinobatrachium carlesvilai,species,Animalia,Centrolenidae,Animalia|ANURA|Centrolenidae,ICZN,,,,,,Peru,"Manu Wildlife Center, Madre de Dios, Manú Province, Madre de Dios",280 m,Ben (Tremarctos Photography),2022-01-04,23:00,2022-01-04,https://www.inaturalist.org/observations/201850732; animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986109,,Ben (Tremarctos Photography),CC BY-NC
986104@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986104,XC986104,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Hyperolius,concolor,,Hyperolius concolor,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,Variable Reed Frog,-7.3366,5.8581,WGS84,Ivory Coast,Parc National de la forêt de Taï (Camp Mangabey area),200 m,Ben (Tremarctos Photography),2022-08-16,23:00,2022-08-16,"I did not see the individual producing the call, but it is presumably the same species as these: https://www.inaturalist.org/observations/157403324; animal seen:no; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986104,,Ben (Tremarctos Photography),CC BY-NC
986102@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986102,XC986102,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Opisthothylax,immaculatus,,Opisthothylax immaculatus,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,Gray-eyed Frog,13.118,3.097,WGS84,Cameroon,Dja Wildlife Reserve,650 m,Ben (Tremarctos Photography),2021-07-19,00:00,2021-07-19,animal seen:no; playback used:no,advertisement call,male,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986102,,Ben (Tremarctos Photography),CC BY-NC
986099@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986099,XC986099,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Hyperolius,platyceps,,Hyperolius platyceps,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,,13.118,3.097,WGS84,Cameroon,Dja Wildlife Reserve,650 m,Ben (Tremarctos Photography),2021-08-19,01:00,2021-08-19,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986099,,Ben (Tremarctos Photography),CC BY-NC
986098@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986098,XC986098,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Hyperolius,pardalis,,Hyperolius pardalis,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,,13.118,3.097,WGS84,Cameroon,Dja Wildlife Reserve,650 m,Ben (Tremarctos Photography),2021-08-19,01:00,2021-08-19,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986098,has background sounds: Hyperolius platyceps,Ben (Tremarctos Photography),CC BY-NC
986097@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986097,XC986097,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Afrixalus,fulvovittatus,,Afrixalus fulvovittatus,species,Animalia,Hyperoliidae,Animalia|ANURA|Hyperoliidae,ICZN,,,13.118,3.097,WGS84,Cameroon,Dja Wildlife Reserve,650 m,Ben (Tremarctos Photography),2021-08-16,01:00,2021-08-16,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986097,has background sounds: Hyperolius platyceps|Hyperolius pardalis,Ben (Tremarctos Photography),CC BY-NC
986096@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986096,XC986096,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Osteocephalus,yasuni,,Osteocephalus yasuni,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,,-76.0,-0.7,WGS84,Ecuador,"Tiputini Biodiversity Station, Napo",240 m,Ben (Tremarctos Photography),2019-12-23,01:00,2019-12-23,Explosive breeding; animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986096,,Ben (Tremarctos Photography),CC BY-NC
986095@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986095,XC986095,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Osteocephalus,castaneicola,,Osteocephalus castaneicola,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,,-70.0928,-12.5687,WGS84,Peru,Centro de Investigación y Conservación de Río Los Amigos (CICRA),260 m,Ben (Tremarctos Photography),2018-12-30,00:00,2018-12-30,animal seen:no; playback used:no,uncertain,undetermined,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986095,,Ben (Tremarctos Photography),CC BY-NC
986094@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986094,XC986094,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Boana,tetete,,Boana tetete,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Tetete's treefrog,-76.7317,-1.1048,WGS84,Ecuador,Shiripuno Lodge & Shiripuno Research Center,240 m,Ben (Tremarctos Photography),2018-08-16,00:00,2018-08-16,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986094,,Ben (Tremarctos Photography),CC BY-NC
986093@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC986093,XC986093,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""samsung s21""}",,Tepuihyla,tuberculosa,,Tepuihyla tuberculosa,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Canelos Treefrog,-76.7317,-1.1048,WGS84,Ecuador,Shiripuno Lodge & Shiripuno Research Center,240 m,Ben,2018-08-11,21:30,2018-08-11,"I found the tree hole where the frog was located, but it was gone by the time I brought a ladder.; animal seen:no; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC986093,,Ben,CC BY-NC
985675@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985675,XC985675,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""SoundDevice Mix 3"",""microphone"":""Sennheiser 67""}",,Metaphrynella,sundana,,Metaphrynella sundana,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Borneo Tree-hole frog,118.0752,5.5304,WGS84,Malaysia,"Gomantong Caves, Kinabatangan, Sabah, Borneo",30 m,GABRIEL LEITE,2022-05-28,20:00,2022-05-28,animal seen:no; playback used:no,territorial call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985675,,GABRIEL LEITE,CC BY-NC
985673@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985673,XC985673,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""SoundDevice Mix 3"",""microphone"":""Sennheiser 67""}",,Kurixalus,chaseni,,Kurixalus chaseni,species,Animalia,Rhacophoridae,Animalia|ANURA|Rhacophoridae,ICZN,,,118.0752,5.5304,WGS84,Malaysia,"Gomantong Caves, Kinabatangan, Sabah, Borneo",30 m,GABRIEL LEITE,2022-05-28,20:00,2022-05-28,animal seen:no; playback used:no,territorial call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985673,,GABRIEL LEITE,CC BY-NC
985672@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985672,XC985672,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""SoundDevice Mix 3"",""microphone"":""Sennheiser 67""}",,Kaloula,baleata,,Kaloula baleata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Smooth-Fingered Narrow-Mouthed Frog,118.0752,5.5304,WGS84,Malaysia,"Gomantong Caves, Kinabatangan, Sabah, Borneo",30 m,GABRIEL LEITE,2022-05-28,20:00,2022-05-28,animal seen:no; playback used:no,territorial call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985672,,GABRIEL LEITE,CC BY-NC
985562@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985562,XC985562,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Olympus LS14""}",,Fejervarya,limnocharis,,Fejervarya limnocharis,species,Animalia,Dicroglossidae,Animalia|ANURA|Dicroglossidae,ICZN,,Alpine Cricket Frog,120.3547,23.0844,WGS84,Taiwan,"新莊里, 山上區, 台南市",50 m,Jerome Chie-Jen Ko,2025-03-09,19:37,2025-03-09,Call between 1000-2500 Hz.; animal seen:no; playback used:no,,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985562,,Jerome Chie-Jen Ko,CC BY-NC
985428@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985428,XC985428,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Iphone""}",,Mystery,mystery,,Mystery mystery,species,Animalia,Mysteridae,Animalia|Mysteridae,ICZN,,Identity unknown,,,,United States,Back Yard,? m,Sean Brown,2025-04-03,19:30,2025-04-03,This sound only.  Comes at night mainly. What is it. It’s in our backyard; animal seen:no; playback used:no,,,,in the hand,https://data.biodiversitydata.nl/xeno-canto/observation/XC985428,,Sean Brown,CC BY-NC
985170@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985170,XC985170,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam Linear PCM Recorder""}",,Ischnocnema,guentheri,,Ischnocnema guentheri,species,Animalia,Brachycephalidae,Animalia|ANURA|Brachycephalidae,ICZN,,Steindachner's Robber Frog,-45.7744,-23.6156,WGS84,Brazil,"Parque Estadual da Serra do Mar - Núcleo Padre Dória - Salesópolis, São Paulo",950 m,Augusto Matheus dos Santos,2024-11-30,20:21,2024-11-30,animal seen:no; playback used:no,territorial call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985170,,Augusto Matheus dos Santos,CC BY-NC
985169@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985169,XC985169,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam Linear PCM Recorder""}",,Bokermannohyla,circumdata,,Bokermannohyla circumdata,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,,-45.8244,-23.5849,WGS84,Brazil,"Sitio Macuquinho, Salesópolis, São Paulo",900 m,Augusto Matheus dos Santos,2024-09-07,21:52,2024-09-07,animal seen:no; playback used:no,territorial call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985169,,Augusto Matheus dos Santos,CC BY-NC
985167@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985167,XC985167,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam Linear PCM Recorder""}",,Ischnocnema,juipoca,,Ischnocnema juipoca,species,Animalia,Brachycephalidae,Animalia|ANURA|Brachycephalidae,ICZN,,,-45.8489,-23.5358,WGS84,Brazil,"Salesópolis, Salesópolis, São Paulo",800 m,Augusto Matheus dos Santos,2024-09-29,19:14,2024-09-29,animal seen:yes; playback used:no,uncertain,undetermined,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985167,,Augusto Matheus dos Santos,CC BY-NC
985165@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985165,XC985165,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam Linear PCM Recorder""}",,Dendropsophus,microps,,Dendropsophus microps,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Nova Friburgo Treefrog,-45.8244,-23.5849,WGS84,Brazil,"Sitio Macuquinho, Salesópolis, São Paulo",900 m,Augusto Matheus dos Santos,2024-09-07,21:52,2024-09-07,animal seen:yes; playback used:no,territorial call,undetermined,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985165,,Augusto Matheus dos Santos,CC BY-NC
985147@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC985147,XC985147,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Pro Mini Parabol - Wildtronics"",""microphone"":""Mini Stereo PIP Microphone - Wildtronics"",""airTemperatureInCelsius"":""11""}",,Rana,arvalis,,Rana arvalis,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Moor Frog,16.0896,58.6013,WGS84,Sweden,"Leonardsberg, Norrköping Municipality, Östergötland County",20 m,Robert Petersen,2025-04-02,22:30,2025-04-02,animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC985147,has background sounds: Fulica atra|Asio otus|Mareca strepera,Robert Petersen,CC BY-NC
984533@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC984533,XC984533,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Zoom F3"",""microphone"":""Sennheiser ME66""}",,Scinax,imbegue,,Scinax imbegue,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,,-48.7099,-26.9299,WGS84,Brazil,"Itajaí, Itajaí, State of Santa Catarina",0 m,Kauê Werner,2024-10-05,19:33,2024-10-05,HPF at 1kHZ (48dB slope); animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC984533,,Kauê Werner,CC BY-NC
984532@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC984532,XC984532,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Zoom F3"",""microphone"":""Primo EM272 with parabolic reflector GM1""}",,Leptodactylus,gracilis,,Leptodactylus gracilis,species,Animalia,Leptodactylidae,Animalia|ANURA|Leptodactylidae,ICZN,,,-48.7072,-26.931,WGS84,Brazil,"Itajaí, Itajaí, State of Santa Catarina",0 m,Kauê Werner,2025-02-09,19:31,2025-02-09,HPF at 1kHz (48dB slope) and LPF at 4kHz (24dB slope); animal seen:no; playback used:no,advertisement call,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC984532,has background sounds: Unknown insect,Kauê Werner,CC BY-NC
984531@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC984531,XC984531,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Zoom F3"",""microphone"":""Sennheiser ME66""}",,Physalaemus,cuvieri,,Physalaemus cuvieri,species,Animalia,Leptodactylidae,Animalia|ANURA|Leptodactylidae,ICZN,,Cuvier's Foam Froglet,-48.7099,-26.93,WGS84,Brazil,"Itajaí, Itajaí, State of Santa Catarina",0 m,Kauê Werner,2024-10-05,18:53,2024-10-05,animal seen:no; playback used:no,uncertain,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC984531,has background sounds: Dendropsophus werneri|Scinax imbegue,Kauê Werner,CC BY-NC
984530@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC984530,XC984530,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony D50"",""microphone"":""Internal""}",,Physalaemus,nanus,,Physalaemus nanus,species,Animalia,Leptodactylidae,Animalia|ANURA|Leptodactylidae,ICZN,,,-48.5236,-27.603,WGS84,Brazil,"Florianópolis, Florianópolis, Santa Catarina",20 m,Kauê Werner,2024-12-13,19:37,2024-12-13,HPF at 1kHz (48dB slope); animal seen:yes; playback used:no,uncertain,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC984530,,Kauê Werner,CC BY-NC
